Date,Close/Last,Volume,Open,High,Low
12/16/2022,$454620.00,2990,$453162.748,$457889.988,$450050.00
12/15/2022,$457460.00,3376,$464249.458,$464249.46,$452974.725
12/14/2022,$468020.00,2907,$473079.458,$477699.99,$466451.565
12/13/2022,$471999.99,3043,$482502.75,$483393.00,$469409.67
12/12/2022,$471079.96,3864,$465649.998,$471234.99,$461795.68
12/09/2022,$463000.02,2781,$461772.75,$466119.998,$459402.25
12/08/2022,$462780.00,2647,$462435.855,$464619.46,$460612.25
12/07/2022,$461593.40,2890,$464302.75,$467080.958,$460408.25
12/06/2022,$464837.50,2732,$467175.00,$469659.46,$462422.25
12/05/2022,$468700.00,4128,$475080.00,$476689.00,$466160.00
12/02/2022,$477402.978,2794,$472704.73,$477525.958,$470680.00
12/01/2022,$477085.00,2949,$481042.895,$483162.00,$472863.87
11/30/2022,$480280.00,3174,$476093.54,$480301.575,$466100.00
11/29/2022,$475843.00,2642,$471117.895,$475970.958,$468796.01
11/28/2022,$472712.01,4032,$474511.01,$478838.768,$471000.00
11/25/2022,$478675.55,2660,$480349.628,$481580.44,$476281.01
11/23/2022,$477019.99,2918,$476823.00,$477529.998,$473716.01
11/22/2022,$476980.00,2823,$470608.50,$477409.998,$469217.00
11/21/2022,$468921.76,3856,$467817.125,$471915.34,$464865.00
11/18/2022,$468290.00,2682,$469642.748,$469642.75,$465395.00
11/17/2022,$463694.99,2592,$460785.375,$465000.00,$459043.00
11/16/2022,$465520.00,2629,$470627.75,$471327.75,$463401.03
11/15/2022,$468232.75,2908,$474062.75,$474482.75,$464625.12
11/14/2022,$466600.00,4025,$471808.99,$472470.00,$464516.02
11/11/2022,$469047.25,3333,$460357.625,$471870.00,$456961.77
11/10/2022,$457665.00,3160,$448490.50,$458384.988,$444918.42
11/09/2022,$435945.00,2595,$441802.125,$444168.00,$434925.00
11/08/2022,$442100.00,2520,$440405.00,$445435.00,$436311.86
11/07/2022,$438575.01,3642,$439035.055,$442216.00,$434837.10
11/04/2022,$432000.00,2687,$434462.75,$437249.998,$426136.00
11/03/2022,$428800.00,2548,$432450.00,$434427.76,$428465.01
11/02/2022,$438699.90,2636,$439612.25,$449942.498,$437255.00
11/01/2022,$443004.00,2449,$450141.125,$452079.46,$441879.73
10/31/2022,$445050.00,3849,$449277.375,$450837.75,$444750.00
10/28/2022,$451900.00,2869,$441661.625,$451970.00,$440052.25
10/27/2022,$437900.00,2390,$438782.75,$468795.00,$415639.00
10/26/2022,$435660.00,2505,$438227.75,$440404.62,$434601.00
10/25/2022,$436400.00,2446,$436232.505,$437829.46,$432872.70
10/24/2022,$432500.00,3781,$428848.505,$437724.998,$427787.25
10/21/2022,$427169.99,2361,$413212.25,$428229.958,$410112.24
10/20/2022,$413950.10,2210,$421045.00,$423874.998,$413950.10
10/19/2022,$421610.00,2241,$427232.625,$430415.00,$419630.01
10/18/2022,$428465.00,2791,$427925.125,$431339.998,$423923.00
10/17/2022,$419100.80,3366,$420552.75,$421847.748,$416837.25
10/14/2022,$412760.00,3983,$419359.005,$421651.00,$412760.00
10/13/2022,$415222.00,2583,$394151.875,$417859.988,$393012.25
10/12/2022,$399251.00,2747,$404105.855,$405249.46,$399251.00
10/11/2022,$402836.01,2130,$401644.50,$409609.998,$400332.00
10/10/2022,$403000.00,3405,$407070.855,$408699.46,$401591.37
10/07/2022,$406009.98,2407,$413766.625,$415639.00,$403600.00
10/06/2022,$416300.00,2114,$422904.46,$422904.46,$415945.00
10/05/2022,$420667.495,2164,$419405.625,$423914.978,$416842.25
10/04/2022,$424180.00,2503,$419663.00,$425534.998,$417422.00
10/03/2022,$413300.00,3154,$409434.625,$414649.94,$405116.00
09/30/2022,$406470.00,2737,$406833.12,$413174.028,$404072.25
09/29/2022,$406700.00,2792,$409807.75,$412715.938,$401226.87
09/28/2022,$410704.98,2544,$404132.748,$414000.00,$400342.25
09/27/2022,$401490.00,2955,$402857.748,$403999.998,$395202.25
09/26/2022,$399127.75,3437,$401234.375,$404499.46,$397787.04
09/23/2022,$404485.25,3089,$403476.998,$404798.50,$399450.01
09/22/2022,$405375.01,2742,$408263.25,$409683.748,$405000.00
09/21/2022,$407930.00,2510,$423753.988,$423753.99,$407585.00
09/20/2022,$419869.00,2354,$419707.75,$419869.00,$414501.00
09/19/2022,$421339.00,3154,$411560.85,$421339.00,$410892.25
09/16/2022,$414536.99,2738,$415200.00,$416540.00,$411161.01
09/15/2022,$417103.00,2473,$418509.375,$423305.39,$415622.25
09/14/2022,$420499.90,2651,$419877.748,$421200.00,$414247.25
09/13/2022,$418700.00,2900,$427939.258,$428446.36,$417598.62
09/12/2022,$433062.25,3015,$432132.75,$434576.75,$429670.94
09/09/2022,$429819.43,2317,$428917.75,$431347.748,$426000.00
09/08/2022,$426850.00,2102,$420722.748,$426850.00,$416793.625
09/07/2022,$422047.00,2118,$416999.998,$423246.488,$412675.11
