Date,Close/Last,Volume,Open,High,Low
06/30/2016,$121.30,11537200,$119.18,$121.41,$119.1601
06/29/2016,$119.33,8340085,$118.84,$119.41,$118.10
06/28/2016,$118.23,10070980,$117.17,$118.37,$116.55
06/27/2016,$116.55,10890560,$115.00,$116.64,$115.00
06/24/2016,$115.63,13915580,$115.07,$117.12,$115.00
06/23/2016,$117.38,6472270,$117.20,$117.38,$116.68
06/22/2016,$116.46,5833746,$116.54,$117.21,$116.3101
06/21/2016,$116.18,5491476,$116.99,$117.15,$116.18
06/20/2016,$116.54,5584277,$116.60,$117.135,$116.4297
06/17/2016,$115.48,10255580,$116.62,$116.67,$115.01
06/16/2016,$116.64,6664815,$115.69,$116.89,$115.22
06/15/2016,$116.41,6370379,$117.64,$117.74,$116.335
06/14/2016,$117.12,6364715,$116.45,$117.18,$116.30
06/13/2016,$116.79,7910783,$117.13,$117.64,$116.79
06/10/2016,$117.01,6067228,$116.74,$117.23,$116.36
06/09/2016,$117.00,7374973,$115.78,$117.19,$115.61
06/08/2016,$115.80,5863774,$115.52,$115.95,$115.41
06/07/2016,$115.73,6415155,$116.01,$116.23,$115.45
06/06/2016,$115.77,6349658,$114.97,$116.00,$114.9301
06/03/2016,$114.76,6881326,$114.47,$115.39,$114.115
06/02/2016,$114.49,7310541,$112.87,$114.65,$112.86
06/01/2016,$112.78,4749063,$112.57,$113.06,$112.07
05/31/2016,$112.69,10104450,$113.26,$113.63,$112.32
05/27/2016,$113.06,4647024,$113.04,$113.34,$112.69
05/26/2016,$112.90,3973423,$113.11,$113.32,$112.85
05/25/2016,$113.35,5453765,$113.18,$113.725,$112.85
05/24/2016,$112.69,6124557,$112.52,$113.50,$112.52
05/23/2016,$112.16,6462021,$112.77,$112.82,$112.04
05/20/2016,$112.64,7434391,$112.20,$112.92,$111.76
05/19/2016,$112.85,8230019,$112.99,$113.04,$112.20
05/18/2016,$113.59,8264352,$113.61,$114.025,$112.88
05/17/2016,$113.83,9233659,$114.54,$114.56,$113.24
05/16/2016,$114.44,6222612,$113.39,$114.63,$113.31
05/13/2016,$113.56,6779795,$113.90,$114.09,$113.36
05/12/2016,$114.23,7154163,$114.50,$114.7599,$82.76
05/11/2016,$114.37,6676999,$114.57,$114.76,$114.31
05/10/2016,$114.67,8351637,$114.00,$115.00,$113.92
05/09/2016,$113.72,6488507,$112.98,$113.99,$112.73
05/06/2016,$112.74,6099837,$112.58,$113.05,$112.275
05/05/2016,$112.88,5403239,$112.08,$113.10,$112.04
05/04/2016,$112.22,5214547,$112.04,$112.54,$111.70
05/03/2016,$112.69,7550689,$112.56,$113.10,$112.12
05/02/2016,$112.75,5177120,$112.22,$112.7897,$111.93
04/29/2016,$112.08,7741017,$112.06,$112.22,$111.51
04/28/2016,$112.48,6636246,$112.10,$112.71,$111.64
04/27/2016,$112.77,5759237,$112.96,$113.20,$112.46
04/26/2016,$112.91,5836288,$113.45,$113.56,$112.65
04/25/2016,$113.51,6130597,$113.31,$113.55,$112.48
04/22/2016,$113.32,7507290,$113.43,$113.7531,$112.828
04/21/2016,$113.57,7879219,$113.31,$113.73,$112.77
04/20/2016,$113.58,8211879,$113.19,$114.19,$113.05
04/19/2016,$112.68,10506850,$111.65,$113.95,$111.48
04/18/2016,$110.93,7760676,$110.00,$111.10,$109.67
04/15/2016,$110.18,10057870,$110.07,$110.40,$109.50
04/14/2016,$109.84,4456564,$110.00,$110.29,$109.45
04/13/2016,$109.87,5757108,$110.00,$110.35,$109.31
04/12/2016,$109.60,8407381,$109.00,$110.24,$108.75
04/11/2016,$108.97,6823770,$109.15,$109.62,$108.65
04/08/2016,$109.10,6301532,$109.37,$109.64,$108.76
04/07/2016,$109.27,7819420,$109.00,$109.62,$108.63
04/06/2016,$109.42,6828692,$108.72,$109.50,$107.88
04/05/2016,$108.95,7937907,$108.23,$109.84,$108.005
04/04/2016,$108.59,10664120,$108.82,$109.10,$108.26
04/01/2016,$109.19,9043031,$108.00,$109.29,$107.69
03/31/2016,$108.20,8166872,$108.86,$108.98,$108.04
